Lugar_ID,Ciudad,GobAdmin_2,GobAdmin_1,Nacion,Longitud,Latitud
NE53,Oldenzaal,Oldenzaal,Overijssel,13,6.9268283,52.3116551
NE54,Steenwijk,Steenwijkerland,Overijssel,13,6.1180686,52.7868939
NE55,Lange Linschoten,Oudewater,Utrecht,13,NA,NA
NE56,Oudewater,Oudewater,Utrecht,13,NA,NA
NE57,Utrecht,Utrecht,Utrecht,13,5.1214201,52.0907374
NE58,Walcheren,Utrecht,Utrecht,13,5.1369542,52.0604289
NE59,Woerden,Woerden,Utrecht,13,NA,NA
NE60,Borssele,Borsele,Zeeland,13,3.73367,51.4257
NE61,Goes,Goes,Zeeland,13,3.89113,51.5046
NE62,Hulst,Hulst,Zeeland,13,4.0548869,51.2806907
NE63,Middelburg,Middelburg,Zeeland,13,3.610998,51.4987962
NE64,Reimerswaal,Reimerswaal,Zeeland,13,4.15445,51.41
NE65,Reimerswaal,Reimerswaal,Zeeland,13,4.1544478,51.4100025
NE66,Ouwerkerk,Schouwen-Duiveland,Zeeland,13,3.98342,51.626
NE67,Zierikzee,Schouwen-Duiveland,Zeeland,13,3.9184977,51.6501218
NE68,Breskens,Sluis,Zeeland,13,3.55588,51.3945
NE69,Sluis,Sluis,Zeeland,13,3.3879195,51.3086558
NE70,Axel,Terneuzen,Zeeland,13,3.9094234,51.2668789
NE71,Biervliet,Terneuzen,Zeeland,13,3.6856,51.3286
NE72,Hoek,Terneuzen,Zeeland,13,3.78072,51.3117
NE73,Sas Van Gent,Terneuzen,Zeeland,13,3.7999937,51.2276878
NE74,Scherpenisse,Tholen,Zeeland,13,4.10403,51.5463
NE75,Sint-Annaland,Tholen,Zeeland,13,4.10332,51.5999
NE76,Sint-Maartensdijk,Tholen,Zeeland,13,4.07672,51.5491
NE77,Tholen,Tholen,Zeeland,13,4.2162383,51.5332946
NE78,Domburg,Veere,Zeeland,13,3.49986,51.5635
NE79,Veere,Veere,Zeeland,13,3.66601,51.5483
NE80,Vrouwenpolder,Veere,Zeeland,13,3.61875,51.5773
NE81,Vlissingen,Vlissingen,Zeeland,13,3.5709125,51.4536672
NE82,Bergambacht,Bergambacht,Zuid-Holland,13,NA,NA
NE83,Oudenhhorn,Bernisse,Zuid-Holland,13,NA,NA
NE84,Brielle,Brielle,Zuid-Holland,13,4.1636846,51.902582
NE85,Zwartewaal,Brielle,Zuid-Holland,13,NA,NA
NE86,Delft,Delft,Zuid-Holland,13,NA,NA
NE87,Goedereede,Dirksland,Zuid-Holland,13,NA,NA
NE88,Ooltgensplaat,Dirksland,Zuid-Holland,13,NA,NA
NE89,Dordrecht,Dordrecht,Zuid-Holland,13,4.690093,51.813298
NE90,Arkel,Giessenlanden,Zuid-Holland,13,NA,NA
NE91,Gorinchem,Gorinchem,Zuid-Holland,13,NA,NA
NE92,Gouda,Gouda,Zuid-Holland,13,4.7104633,52.0115205
NE93,Gouda,Gouda,Zuid-Holland,13,NA,NA
NE94,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Zuid-Holland,13,NA,NA
NE95,Hellevoetsluis,Hellevoetsluis,Zuid-Holland,13,NA,NA
NE96,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,Zuid-Holland,13,NA,NA
NE97,Leimuiden,Jacobswoude,Zuid-Holland,13,NA,NA
NE98,Haastrecht,Krimpen aan den IJssel,Zuid-Holland,13,NA,NA
NE99,Leiden,Leiden,Zuid-Holland,13,4.4970097,52.1601144
NE100,Voorburg,Leidschendam-Voorburg,Zuid-Holland,13,NA,NA
NE101,Langerak,Liesveld,Zuid-Holland,13,NA,NA
NE102,Maassluis,Maassluis,Zuid-Holland,13,NA,NA
NE103,Moordrecht,Moordrecht,Zuid-Holland,13,NA,NA
NE104,Zevenhuizen,Moordrecht,Zuid-Holland,13,NA,NA
NE105,Groot-Ammers,Nieuw-Lekkerland,Zuid-Holland,13,NA,NA
NE106,Molenwaard,Nieuw-Lekkerland,Zuid-Holland,13,NA,NA
NE107,Noordwijk,Noordwijk,Zuid-Holland,13,NA,NA
NE108,Ridderkerk,Ridderkerk,Zuid-Holland,13,NA,NA
NE109,Rijsoord,Ridderkerk,Zuid-Holland,13,NA,NA
NE110,Rotterdam,Rotterdam,Zuid-Holland,13,NA,NA
NE111,Schiedam,Schiedam,Zuid-Holland,13,NA,NA
NE112,Midden-Delfland,Schipluiden,Zuid-Holland,13,NA,NA
NE113,Schoonhoven,Schoonhoven,Zuid-Holland,13,4.8432204,51.9525204
NE114,Mijnsheerenland,'s-Gravendeel,Zuid-Holland,13,NA,NA
NE115,The Hague,'s-Gravenhage,Zuid-Holland,13,NA,NA
NE116,Spijkenisse,Spijkenisse,Zuid-Holland,13,NA,NA
NE117,Vlaardingen,Vlaardingen,Zuid-Holland,13,NA,NA
NE118,s-Gravenzande,Wateringen,Zuid-Holland,13,NA,NA
NE119,Zwijndrecht,Zwijndrecht,Zuid-Holland,13,NA,NA
NO0,NA,NA,NA,14,NA,NA
PO0,Poznan,Poznan City,Greater Poland,15,16.9251681,52.406374
PO1,Klodzko,Klodzko,Lower Silesian,15,16.6613941,50.4345636
PO2,Legnica,Legnica,Lower Silesian,15,16.1553231,51.2070067
PO3,Swidnica,Swidnica,Lower Silesian,15,16.475679,50.849843
PO4,Breslau,Wroclaw,Lower Silesian,15,17.0385376,51.1078852
PO5,Braunsberg,Braniewo,Warmian-Masurian,15,19.8200536,54.3797128
POR0,Cape St. Vincent,Vila do Bispo,Faro,16,-8.9964565,37.0230468
SP0,Cabo de Gata,Almeria,Andalucia,17,-2.2422484,36.7817465
SP1,Miranda de Ebro,Burgos,Castilla y Leon,17,-2.94507,42.687
SP2,Barcelona,Barcelona,Cataluna,17,2.1734035,41.3850639
SP3,Vic,Barcelona,Cataluna,17,2.2544335,41.9304373
SP4,Rosas,Girona,Cataluna,17,3.208099,42.26052
SP5,Lleida,Lleida,Cataluna,17,0.6200146,41.6175899
SP6,Arribe,Navarra,Comunidad Foral de Navarra,17,-1.98387,43.0357
SP7,Bera,Navarra,Comunidad Foral de Navarra,17,-1.683,43.2809
SP8,Donamaria,Navarra,Comunidad Foral de Navarra,17,-1.67334,43.1119
SP9,Doneztebe,Navarra,Comunidad Foral de Navarra,17,-1.67182,43.1329
SP10,Erratzu,Navarra,Comunidad Foral de Navarra,17,-1.45679,43.1823
SP11,Etxalar,Navarra,Comunidad Foral de Navarra,17,-1.63782,43.2338
SP12,Igantzi,Navarra,Comunidad Foral de Navarra,17,-1.70098,43.2256
SP13,Legasa,Navarra,Comunidad Foral de Navarra,17,-1.64458,43.13
SP14,Lesaka,Navarra,Comunidad Foral de Navarra,17,-1.70219,43.2474
SP15,Lezaeta,Navarra,Comunidad Foral de Navarra,17,-1.95528,43.0272
SP16,Pamplona,Navarra,Comunidad Foral de Navarra,17,-1.64577,42.8125
SP17,Sunbilla,Navarra,Comunidad Foral de Navarra,17,-1.6706,43.1644
SP18,Tafalla,Navarra,Comunidad Foral de Navarra,17,-1.67768,42.5268
SP19,Zubieta,Navarra,Comunidad Foral de Navarra,17,-1.74232,43.1246
SP20,Zugarramurdi,Navarra,Comunidad Foral de Navarra,17,-1.53993,43.2699
SP21,Gibraltar,NA,NA,17,-5.353585,36.140751
SP22,Alegria-Dulantzi,Alava,Pais Vasco,17,-2.51268,42.841
SP23,Bastida,Alava,Pais Vasco,17,-2.79566,42.5899
SP24,Eguino Entitatea,Alava,Pais Vasco,17,-2.25385,42.8641
SP25,Andoain,Guipuzcoa,Pais Vasco,17,-2.0212,43.2186
SP26,Errenteria,Guipuzcoa,Pais Vasco,17,-1.89128,43.3081
SP27,Fuenterrabia,Guipuzcoa,Pais Vasco,17,-1.8001488,43.3708434
SP28,Gaztelu,Guipuzcoa,Pais Vasco,17,-2.02395,43.116
SP29,Hondarribia,Guipuzcoa,Pais Vasco,17,-1.80015,43.3708
SP30,San Sebastian,Guipuzcoa,Pais Vasco,17,-1.98123,43.3183
SP31,Urnieta,Guipuzcoa,Pais Vasco,17,-1.99223,43.2476
SWE0,NA,Karlskrona,Blekinge,18,NA,NA
SWE1,NA,NA,Blekinge,18,NA,NA
SWE2,NA,Ronneby,Blekinge,18,NA,NA
SWE3,NA,Halmstad,Halland,18,NA,NA
SWE4,NA,NA,Halland,18,NA,NA
SWE5,NA,Varberg,Halland,18,NA,NA
SWE6,NA,Eksjo,Jonkoping,18,NA,NA
SWE7,NA,Jonkoping,Jonkoping,18,NA,NA
SWE8,NA,NA,Jonkoping,18,NA,NA
SWE9,NA,Borgholm,Kalmar,18,NA,NA
SWE10,NA,Kalmar,Kalmar,18,NA,NA
SWE11,NA,Morbylanga,Kalmar,18,NA,NA
SWE12,NA,NA,Kalmar,18,NA,NA
SWE13,NA,Vastervik,Kalmar,18,NA,NA
SWE14,NA,Vimmerby,Kalmar,18,NA,NA
SWE15,NA,NA,Kronoberg,18,NA,NA
SWE16,NA,Vaxjo,Kronoberg,18,NA,NA
SWE17,NA,Finspang,Ostergotland,18,NA,NA
SWE18,NA,Linkoping,Ostergotland,18,NA,NA
SWE19,NA,Mjolby,Ostergotland,18,NA,NA
SWE20,NA,NA,Ostergotland,18,NA,NA
SWE21,NA,Norrkoping,Ostergotland,18,NA,NA
SWE22,NA,Soderkoping,Ostergotland,18,NA,NA
SWE23,NA,Vadstena,Ostergotland,18,NA,NA
SWE24,NA,Lund,Skane,18,NA,NA
SWE25,NA,Malmo,Skane,18,NA,NA
SWE26,NA,NA,Skane,18,NA,NA
SWE27,NA,Simrishamn,Skane,18,NA,NA
SWE28,NA,Ystad,Skane,18,NA,NA
SWE29,NA,Karlstad,Varmland,18,NA,NA
SWE30,NA,Kristinehamn,Varmland,18,NA,NA
SWE31,NA,NA,Varmland,18,NA,NA
SWE32,NA,Saffle,Varmland,18,NA,NA
SWE33,NA,Amal,Vastra Gotaland,18,NA,NA
SWE34,NA,Boras,Vastra Gotaland,18,NA,NA
SWE35,NA,Falkoping,Vastra Gotaland,18,NA,NA
SWE36,NA,Lidkoping,Vastra Gotaland,18,NA,NA
SWE37,NA,Lysekil,Vastra Gotaland,18,NA,NA
SWE38,NA,Mariestad,Vastra Gotaland,18,NA,NA
SWE39,NA,Munkedal,Vastra Gotaland,18,NA,NA
SWE40,NA,NA,Vastra Gotaland,18,NA,NA
SWE41,NA,Skara,Vastra Gotaland,18,NA,NA
SWE42,NA,Tanum,Vastra Gotaland,18,NA,NA
SWE43,NA,Uddevalla,Vastra Gotaland,18,NA,NA
SWI0,Baden,Baden,Aargau,19,8.30809,47.47288
SWI1,Habsburg,Brugg,Aargau,19,8.18606,47.4622
SWI2,Villigen,Brugg,Aargau,19,8.21475,47.5269
SWI3,NA,Laufenburg,Aargau,19,NA,NA
SWI4,NA,NA,Aargau,19,NA,NA
SWI5,NA,NA,Appenzell,19,NA,NA
SWI6,NA,Appenzell Ausserrhoden,Appenzell Ausserrhoden,19,NA,NA
SWI7,Liestal,Liestal,Basel-Landschaft,19,7.7395731,47.481606
SWI8,NA,NA,Basel-Landschaft,19,NA,NA
SWI9,Basel,Basel,Basel-Stadt,19,7.5975507,47.5674422
SWI10,NA,NA,Basel-Stadt,19,NA,NA
SWI11,Bern,Bern,Bern,19,7.4446085,46.9479222
SWI12,Biel,Biel,Bern,19,7.2437727,47.1401866
SWI13,Erlach,Erlach,Bern,19,7.09682,47.0435
SWI14,NA,NA,Bern,19,NA,NA
SWI15,NA,Niedersimmental,Bern,19,NA,NA
SWI16,Fribourg,La Sarine,Fribourg,19,7.1455683,46.8016663
SWI17,Murten,Lac,Fribourg,19,7.1204652,46.9293433
SWI18,NA,NA,Fribourg,19,NA,NA
SWI19,Geneva,Geneve,Geneve,19,6.1422961,46.1983922
SWI20,NA,Geneve,Geneve,19,NA,NA
SWI21,NA,Glarus,Glarus,19,NA,NA
SWI22,NA,Bernina,Graubunden,19,NA,NA
SWI23,NA,Hinterrhein,Graubunden,19,NA,NA
SWI24,NA,Maloja,Graubunden,19,NA,NA
SWI25,NA,Moesa,Graubunden,19,NA,NA
SWI26,NA,Plessur,Graubunden,19,NA,NA
SWI27,NA,Prattigau/Davos,Graubunden,19,NA,NA
SWI28,NA,Surselva,Graubunden,19,NA,NA
SWI29,NA,NA,Lucerne,19,NA,NA
SWI30,NA,Sursee,Lucerne,19,NA,NA
SWI31,NA,Willisau,Lucerne,19,NA,NA
SWI32,Willisau,Willisau,Lucerne,19,7.9924888,47.1211763
SWI33,NA,NA,NA,19,NA,NA
SWI34,Boudry,Boudry,Neuchatel,19,6.847841,46.954292
SWI35,Colombier,Boudry,Neuchatel,19,6.85897,46.9669
SWI36,Gorgier,Boudry,Neuchatel,19,6.78062,46.9032
SWI37,NA,NA,Neuchatel,19,NA,NA
SWI38,Le Landeron,Neuchatel,Neuchatel,19,7.06732,47.056
SWI39,Neuchatel,Neuchatel,Neuchatel,19,6.93193,46.993
SWI40,Thielle-Wavre,Neuchatel,Neuchatel,19,7.02123,47.0254
SWI41,Valangin,Val-de-Ruz,Neuchatel,19,6.90646,47.0162
SWI42,Fleurier,Val-de-Travers,Neuchatel,19,6.58495,46.9019
SWI43,NA,Nidwalden,Nidwalden,19,NA,NA
SWI44,NA,Obwalden,Obwalden,19,NA,NA
SWI45,NA,NA,Sankt Gallen,19,NA,NA
SWI46,NA,See-Gaster,Sankt Gallen,19,NA,NA
SWI47,NA,Toggenburg,Sankt Gallen,19,NA,NA
SWI48,Stein am Rhein,Schaffhausen,Schaffhausen,19,8.8591583,47.658735
SWI49,NA,NA,Schwyz,19,NA,NA
SWI50,NA,NA,Solothurn,19,NA,NA
SWI51,Olten,Olten,Solothurn,19,7.9023989,47.3499979
SWI52,NA,Solothurn,Solothurn,19,NA,NA
SWI53,Busserach,Thierstein,Solothurn,19,7.54103,47.3927
SWI54,NA,NA,Thurgau,19,NA,NA
SWI55,Faido,Leventina,Ticino,19,8.79848,46.47855
SWI56,NA,Leventina,Ticino,19,NA,NA
SWI57,Locarno,Locarno,Ticino,19,8.7889791,46.1679583
SWI58,NA,Locarno,Ticino,19,NA,NA
SWI59,Lugano,Lugano,Ticino,19,8.7889791,46.1679583
SWI60,NA,Lugano,Ticino,19,NA,NA
SWI61,NA,Riviera,Ticino,19,NA,NA
SWI62,NA,Vallemaggia,Ticino,19,NA,NA
SWI63,NA,Uri,Uri,19,NA,NA
SWI64,Conthey,Conthey,Valais,19,7.3035589,46.2242699
SWI65,NA,NA,Valais,19,NA,NA
SWI66,NA,Sierre,Valais,19,NA,NA
SWI67,Viege,Visp,Valais,19,7.8852075,46.2944841
SWI68,Lausanne,Lausanne,Vaud,19,6.6335971,46.5199617
SWI69,NA,NA,Vaud,19,NA,NA
SWI70,NA,Zug,Zug,19,NA,NA
SWI71,Zug,Zug,Zug,19,8.513854,47.1745887
SWI72,Kappel am Albis,Affoltern,Zurich,19,8.5259411,47.2279625
SWI73,Stofel,Affoltern,Zurich,19,8.54885,47.4164
SWI74,NA,NA,Zurich,19,NA,NA
UK0,NA,Bedfordshire,England,20,NA,NA
UK1,NA,Berkshire,England,20,NA,NA
UK2,Newbury,Berkshire,England,20,-1.3231139,51.401409
UK3,Reading,Berkshire,England,20,-0.9781303,51.4542645
UK4,NA,Brighton and Hove,England,20,NA,NA
UK5,Bristol,Bristol,England,20,-2.58791,51.454513
UK6,NA,Bristol,England,20,NA,NA
UK7,NA,Buckinghamshire,England,20,NA,NA
UK8,Ely,Cambridgeshire,England,20,0.262363,52.399539
UK9,NA,Cambridgeshire,England,20,NA,NA
UK10,Nantwich,Cheshire,England,20,-2.524102,53.067185
UK11,Rowton,Cheshire,England,20,-2.831632,53.172388
UK12,Cornwall,Cornwall,England,20,-4.6524982,50.5036299
UK13,Launceston,Cornwall,England,20,-4.358558,50.640134
UK14,Lostwithiel,Cornwall,England,20,-4.6750679,50.406021
UK15,NA,Cornwall,England,20,NA,NA
UK16,Stratton,Cornwall,England,20,-4.514386,50.8306929
UK17,NA,Cumbria,England,20,NA,NA
UK18,Piercebridge,Darlington,England,20,-1.677401,54.53683
UK19,NA,Derby,England,20,NA,NA
UK20,Hilton,Derbyshire,England,20,-1.637,52.871
UK21,Landsdown Hill,Derbyshire,England,20,-1.2628913,52.902673
UK22,NA,Derbyshire,England,20,NA,NA
UK23,Exeter,Devon,England,20,-3.533899,50.718412
UK24,Great Torrington,Devon,England,20,-4.135998,50.9546459
UK25,NA,Devon,England,20,NA,NA
UK26,Sourton,Devon,England,20,-4.078756,50.691741
UK27,Lyme Regis,Dorset,England,20,-2.936639,50.725156
UK28,NA,Dorset,England,20,NA,NA
UK29,Durham,Durham,England,20,-1.584852,54.77525
UK30,NA,Durham,England,20,NA,NA
UK31,Cottingham,East Riding of Yorkshire,England,20,-0.413978,53.782081
UK32,NA,East Sussex,England,20,NA,NA
UK33,Colchester,Essex,England,20,0.891874,51.895927
UK34,NA,Essex,England,20,NA,NA
UK35,The Downs,Essex,England,20,0.4097467,51.899764
UK36,Gloucester,Gloucestershire,England,20,-2.238156,51.8642449
UK37,Highnam,Gloucestershire,England,20,-2.297121,51.876149
UK38,NA,Gloucestershire,England,20,NA,NA
UK39,Stow-on-the-Wold,Gloucestershire,England,20,-1.726444,51.931364
UK40,Tewkesbury,Gloucestershire,England,20,-2.15796,51.992265
UK41,Alton,Hampshire,England,20,-0.973177,51.150719
UK42,Basingstoke,Hampshire,England,20,-1.0923964,51.26654
UK43,Cheriton,Hampshire,England,20,-1.1708223,51.0539153
UK44,Winchester,Hampshire,England,20,-1.310142,51.059771
UK45,Hatfield,Hertfordshire,England,20,-0.22309,51.763366
UK46,Hertford,Hertfordshire,England,20,-0.081157,51.795756
UK47,NA,Hertfordshire,England,20,NA,NA
UK48,Brentford,Hounslow,England,20,-0.3101169,51.486073
UK49,Chiswick,Hounslow,England,20,-0.2671732,51.4876272
UK50,Canterbury,Kent,England,20,1.0789089,51.280233
UK51,Latham,Kent,England,20,0.290851,51.287227
UK52,Maidstone,Kent,England,20,0.522699,51.270363
UK53,NA,Kent,England,20,NA,NA
UK54,NA,Lancashire,England,20,NA,NA
UK55,Preston,Lancashire,England,20,-2.70309,53.763201
UK56,Leicester,Leicester,England,20,-1.1397592,52.6368778
UK57,NA,Leicester,England,20,NA,NA
UK58,Alford,Lincolnshire,England,20,0.183359,53.263271
UK59,Gainsborough,Lincolnshire,England,20,-0.774465,53.400575
UK60,Grantham,Lincolnshire,England,20,-0.643582,52.912524
UK61,NA,Lincolnshire,England,20,NA,NA
UK62,Winceby,Lincolnshire,England,20,-0.018447,53.195482
UK63,London,London,England,20,-0.1277583,51.5073509
UK64,NA,London,England,20,NA,NA
UK65,Southwark,London,England,20,-0.1277583,51.5073509
UK66,Bolton,Manchester,England,20,-2.4282192,53.5768647
UK67,Wigan,Manchester,England,20,-2.6325074,53.5450645
UK68,NA,NA,England,20,NA,NA
UK69,NA,Norfolk,England,20,NA,NA
UK70,Scarborough,North Yorkshire,England,20,-0.399752,54.283113
UK71,Selby,North Yorkshire,England,20,-1.067189,53.783524
UK72,Tadcaster,North Yorkshire,England,20,-1.260889,53.883551
UK73,Kislingbury,Northamptonshire,England,20,-0.97832,52.226684
UK74,NA,Northamptonshire,England,20,NA,NA
UK75,Naseby,Northamptonshire,England,20,-0.9885334,52.3954519
UK76,Wadenhoe,Northamptonshire,England,20,-0.514431,52.439983
UK77,NA,Northumberland,England,20,NA,NA
UK78,NA,Nottingham,England,20,NA,NA
UK79,Newark on Trent,Nottingham,England,20,-0.81,53.0765
UK80,Banbury,Oxfordshire,England,20,-1.339775,52.0629009
UK81,Chalgrove,Oxfordshire,England,20,-1.078599,51.666818
UK82,NA,Oxfordshire,England,20,NA,NA
UK83,NA,Richmond upon Thames,England,20,NA,NA
UK84,NA,Rutland,England,20,NA,NA
UK85,Hopton Heath,Shropshire,England,20,-2.910584,52.391041
UK86,NA,Shropshire,England,20,NA,NA
UK87,Bridgwater,Somerset,England,20,-3.003632,51.127889
UK88,Langport,Somerset,England,20,-2.828719,51.038134
UK89,NA,Somerset,England,20,NA,NA
UK90,Taunton,Somerset,England,20,-3.106849,51.015344
UK91,NA,Southampton,England,20,NA,NA
UK92,NA,Staffordshire,England,20,NA,NA
UK93,NA,Suffolk,England,20,NA,NA
UK94,Rushbrooke,Suffolk,England,20,0.769737,52.220011
UK95,NA,Tyne and Wear,England,20,NA,NA
UK96,Newburn,Tyne and Wear,England,20,-1.7425365,54.9842861
UK97,Edgehill,Warwickshire,England,20,-1.453197,52.113518
UK98,Long Marston,Warwickshire,England,20,-1.778136,52.134166
UK99,NA,Warwickshire,England,20,NA,NA
UK100,Coventry,West Midlands,England,20,-1.519693,52.406822
UK101,Arundel,West Sussex,England,20,-0.555119,50.855171
UK102,NA,West Sussex,England,20,NA,NA
UK103,Adwalton,West Yorkshire,England,20,-1.6545698,53.7513517
UK104,Leeds,West Yorkshire,England,20,-1.5490774,53.8007554
UK105,Wakefield,West Yorkshire,England,20,-1.505924,53.683298
UK106,Aldbourne,Wiltshire,England,20,-1.62053,51.479233
UK107,Devizes,Wiltshire,England,20,-1.994828,51.3489069
UK108,NA,Wiltshire,England,20,NA,NA
UK109,Rowde,Wiltshire,England,20,-2.034098,51.362539
UK110,NA,Worcestershire,England,20,NA,NA
UK111,Worcester,Worcestershire,England,20,-2.221575,52.193636
UK112,NA,York,England,20,NA,NA
UK113,York,York,England,20,-1.0872979,53.9599651
UK114,NA,Antrim,Northern Ireland,20,NA,NA
UK115,Aberdeen,Aberdeen,Scotland,20,-2.094278,57.149717
UK116,Banchory,Aberdeenshire,Scotland,20,-2.49096,57.053856
UK117,Fyvie,Aberdeenshire,Scotland,20,-2.3889999,57.429806
UK118,NA,Aberdeenshire,Scotland,20,NA,NA
UK119,Stonehaven,Aberdeenshire,Scotland,20,-2.209288,56.963661
UK120,Strathdon,Aberdeenshire,Scotland,20,-3.07456,57.199078
UK121,Turiff,Aberdeenshire,Scotland,20,-2.4623,57.538932
UK122,Angus,Angus,Scotland,20,-2.9206818,56.7969965
UK123,NA,Angus,Scotland,20,NA,NA
UK124,Inveraray,Argyll and Bute,Scotland,20,-5.0771018,56.2309517
UK125,NA,Argyll and Bute,Scotland,20,NA,NA
UK126,NA,Clackmannanshire,Scotland,20,NA,NA
UK127,Annan,Dumfries and Galloway,Scotland,20,-3.259773,54.990246
UK128,NA,Dumfries and Galloway,Scotland,20,NA,NA
UK129,Stranraer,Dumfries and Galloway,Scotland,20,-5.024055,54.903367
UK130,Dundee,Dundee,Scotland,20,-2.970721,56.462018
UK131,Mauchline,East Ayrshire,Scotland,20,-4.3777549,55.515888
UK132,Dunbar,East Lothian,Scotland,20,-2.516737,56.002087
UK133,Musselburgh,East Lothian,Scotland,20,-3.053918,55.941941
UK134,NA,East Lothian,Scotland,20,NA,NA
UK135,Edinburgh,Edinburgh,Scotland,20,-3.188267,55.953252
UK136,NA,Edinburgh,Scotland,20,NA,NA
UK137,Inverkeithing,Fife,Scotland,20,-3.398795,56.030043
UK138,NA,Fife,Scotland,20,NA,NA
UK139,Auldearn,Highland,Scotland,20,-3.801675,57.576161
UK140,Culrain,Highland,Scotland,20,-4.410573,57.918107
UK141,Invergarry,Highland,Scotland,20,-4.800261,57.070951
UK142,Inverlochy,Highland,Scotland,20,-5.094977,56.825724
UK143,Inverness,Highland,Scotland,20,-4.224721,57.477773
UK144,NA,Highland,Scotland,20,NA,NA
UK145,Dufftown,Moray,Scotland,20,-3.12838,57.443623
UK146,NA,Moray,Scotland,20,NA,NA
UK147,NA,NA,Scotland,20,NA,NA
UK148,Kilsyth,North Lanarkshire,Scotland,20,-4.056933,55.979788
UK149,NA,Orkney Islands,Scotland,20,NA,NA
UK150,Alyth,Perthshire and Kinross,Scotland,20,-3.226867,56.62578
UK151,Langside,Perthshire and Kinross,Scotland,20,-3.9542091,56.3016086
UK152,NA,Perthshire and Kinross,Scotland,20,NA,NA
UK153,Perth,Perthshire and Kinross,Scotland,20,-3.430838,56.394994
UK154,NA,Renfrewshire,Scotland,20,NA,NA
UK155,NA,Scottish Borders,Scotland,20,NA,NA
UK156,Selkirk,Scottish Borders,Scotland,20,-2.838524,55.550658
UK157,NA,Shetland Islands,Scotland,20,NA,NA
UK158,NA,South Ayrshire,Scotland,20,NA,NA
UK159,Hamilton,South Lanarkshire,Scotland,20,-4.053679,55.777633
UK160,NA,South Lanarkshire,Scotland,20,NA,NA
UK161,NA,Stirling,Scotland,20,NA,NA
UK162,Stirling,Stirling,Scotland,20,-3.9369029,56.1165227
UK163,NA,West Dunbartonshire,Scotland,20,NA,NA
UK164,NA,West Lothian,Scotland,20,NA,NA
UK165,Cardiff,Cardiff,Wales,20,-3.17909,51.481581
UK166,Laugharne,Carmarthenshire,Wales,20,-4.464252,51.769203
UK167,Canaston Bridge,Pembrokeshire,Wales,20,-4.8042999,51.801575
UK168,Pembroke,Pembrokeshire,Wales,20,-4.908637,51.674043
